Mod:Item:MetaData, Localized Name
hbm:mold:11, Foundry Mold
hbm:mold:12, Foundry Mold
hbm:mold:13, Foundry Mold
hbm:mold:15, Foundry Mold
hbm:mold:16, Foundry Mold
hbm:mold:17, Foundry Mold
hbm:mold:19, Foundry Mold
hbm:mold:20, Foundry Mold
hbm:mold:21, Foundry Mold
hbm:mold:22, Foundry Mold
hbm:mold:23, Foundry Mold
hbm:mold:24, Foundry Mold
hbm:mold:25, Foundry Mold
hbm:mold:26, Foundry Mold
hbm:mold:27, Foundry Mold
hbm:mold:28, Foundry Mold
hbm:scraps:0, Stone Scraps
hbm:scraps:699, Carbon Scraps
hbm:scraps:2600, Iron Scraps
hbm:scraps:7900, Gold Scraps
hbm:scraps:1, Redstone Scraps
hbm:scraps:2, Obsidian Scraps
hbm:scraps:2601, Hematite Scraps
hbm:scraps:2602, Wrought Iron Scraps
hbm:scraps:2603, Pig Iron Scraps
hbm:scraps:2604, Meteoric Iron Scraps
hbm:scraps:2901, Malachite Scraps
hbm:scraps:9200, Uranium Scraps
hbm:scraps:9233, Uranium-233 Scraps
hbm:scraps:9235, Uranium-235 Scraps
hbm:scraps:9238, Uranium-238 Scraps
hbm:scraps:9032, Thorium-232 Scraps
hbm:scraps:9400, Plutonium Scraps
hbm:scraps:9401, Reactor-Grade Plutonium Scraps
hbm:scraps:9438, Plutonium-238 Scraps
hbm:scraps:9439, Plutonium-239 Scraps
hbm:scraps:9440, Plutonium-240 Scraps
hbm:scraps:9441, Plutonium-241 Scraps
hbm:scraps:9501, Reactor-Grade Americium Scraps
hbm:scraps:9541, Americium-241 Scraps
hbm:scraps:9542, Americium-242 Scraps
hbm:scraps:9337, Neptunium-237 Scraps
hbm:scraps:8410, Polonium-210 Scraps
hbm:scraps:4399, Technetium-99 Scraps
hbm:scraps:8826, Radium-226 Scraps
hbm:scraps:8927, Actinium-227 Scraps
hbm:scraps:2760, Cobalt-60 Scraps
hbm:scraps:7998, Gold-198 Scraps
hbm:scraps:8209, Lead-209 Scraps
hbm:scraps:12626, Schrabidium Scraps
hbm:scraps:12627, Solinium Scraps
hbm:scraps:12600, Ferric Schrabidate Scraps
hbm:scraps:12601, Schraranium Scraps
hbm:scraps:12836, Ghiorsium-336 Scraps
hbm:scraps:2200, Titanium Scraps
hbm:scraps:2900, Copper Scraps
hbm:scraps:7400, Tungsten Scraps
hbm:scraps:1300, Aluminium Scraps
hbm:scraps:8200, Lead Scraps
hbm:scraps:8300, Bismuth Scraps
hbm:scraps:3300, Arsenic Scraps
hbm:scraps:7300, Tantalum Scraps
hbm:scraps:6000, Neodymium Scraps
hbm:scraps:4100, Niobium Scraps
hbm:scraps:400, Beryllium Scraps
hbm:scraps:2700, Cobalt Scraps
hbm:scraps:500, Boron Scraps
hbm:scraps:501, Borax Scraps
hbm:scraps:5700, Lanthanium Scraps
hbm:scraps:4000, Zirconium Scraps
hbm:scraps:1100, Sodium Scraps
hbm:scraps:3800, Strontium Scraps
hbm:scraps:2000, Calcium Scraps
hbm:scraps:300, Lithium Scraps
hbm:scraps:4800, Cadmium Scraps
hbm:scraps:1400, Silicon Scraps
hbm:scraps:1401, Asbestos Scraps
hbm:scraps:7699, Osmiridium Scraps
hbm:scraps:30, Steel Scraps
hbm:scraps:31, Minecraft Grade Copper Scraps
hbm:scraps:33, High-Speed Steel Scraps
hbm:scraps:42, Desh Scraps
hbm:scraps:35, Starmetal Scraps
hbm:scraps:37, Ferrouranium Scraps
hbm:scraps:36, Technetium Steel Scraps
hbm:scraps:43, Cadmium Steel Scraps
hbm:scraps:46, Bismuth Bronze Scraps
hbm:scraps:47, Arsenic Bronze Scraps
hbm:scraps:48, BSCCO Scraps
hbm:scraps:38, Magnetized Tungsten Scraps
hbm:scraps:39, Combine Steel Scraps
hbm:scraps:45, Dineutronium Scraps
hbm:scraps:40, Flux Scraps
hbm:scraps:41, Slag Scraps
hbm:scraps:44, Poisonous Mud Scraps
hbm:scraps:49, Gunmetal Scraps
hbm:scraps:50, Weapon Steel Scraps
hbm:scraps:34, Saturnite Scraps
hbm:shell:2200, Titanium Shell
hbm:shell:2900, Copper Shell
hbm:shell:1300, Aluminium Shell
hbm:shell:30, Steel Shell
hbm:shell:50, Weapon Steel Shell
hbm:shell:34, Saturnite Shell
hbm:pipe:2600, Iron Pipe
hbm:pipe:2900, Copper Pipe
hbm:pipe:1300, Aluminium Pipe
hbm:pipe:8200, Lead Pipe
hbm:pipe:30, Steel Pipe
hbm:pipe:33, High-Speed Steel Pipe
hbm:pipe:20003, Rubber Pipe
hbm:ingot_raw:1, Redstone Ingot
hbm:ingot_raw:6000, Neodymium Ingot
hbm:ingot_raw:501, Borax Ingot
hbm:ingot_raw:1100, Sodium Ingot
hbm:ingot_raw:3800, Strontium Ingot
hbm:ingot_raw:41, Slag Ingot
hbm:plate_cast:2600, Cast Iron Plate
hbm:plate_cast:7900, Cast Gold Plate
hbm:plate_cast:12626, Cast Schrabidium Plate
hbm:plate_cast:12600, Cast Ferric Schrabidate Plate
hbm:plate_cast:2200, Cast Titanium Plate
hbm:plate_cast:2900, Cast Copper Plate
hbm:plate_cast:7400, Cast Tungsten Plate
hbm:plate_cast:1300, Cast Aluminium Plate
hbm:plate_cast:8200, Cast Lead Plate
hbm:plate_cast:4000, Cast Zirconium Plate
hbm:plate_cast:7699, Cast Osmiridium Plate
hbm:plate_cast:30, Cast Steel Plate
hbm:plate_cast:33, Cast High-Speed Steel Plate
hbm:plate_cast:42, Cast Desh Plate
hbm:plate_cast:35, Cast Starmetal Plate
hbm:plate_cast:37, Cast Ferrouranium Plate
hbm:plate_cast:36, Cast Technetium Steel Plate
hbm:plate_cast:43, Cast Cadmium Steel Plate
hbm:plate_cast:46, Cast Bismuth Bronze Plate
hbm:plate_cast:47, Cast Arsenic Bronze Plate
hbm:plate_cast:39, Cast Combine Steel Plate
hbm:plate_cast:50, Cast Weapon Steel Plate
hbm:plate_cast:34, Cast Saturnite Plate
hbm:plate_welded:2600, Welded Iron Plate
hbm:plate_welded:2200, Welded Titanium Plate
hbm:plate_welded:2900, Welded Copper Plate
hbm:plate_welded:7400, Welded Tungsten Plate
hbm:plate_welded:1300, Welded Aluminium Plate
hbm:plate_welded:4000, Welded Zirconium Plate
hbm:plate_welded:7699, Welded Osmiridium Plate
hbm:plate_welded:30, Welded Steel Plate
hbm:plate_welded:36, Welded Technetium Steel Plate
hbm:plate_welded:43, Welded Cadmium Steel Plate
hbm:plate_welded:39, Welded Combine Steel Plate
hbm:wire_fine:699, Carbon Wire
hbm:wire_fine:7900, Gold Wire
hbm:wire_fine:12626, Schrabidium Wire
hbm:wire_fine:2900, Copper Wire
hbm:wire_fine:7400, Tungsten Wire
hbm:wire_fine:1300, Aluminium Wire
hbm:wire_fine:8200, Lead Wire
hbm:wire_fine:4000, Zirconium Wire
hbm:wire_fine:30, Steel Wire
hbm:wire_fine:31, Minecraft Grade Copper Wire
hbm:wire_fine:38, Magnetized Tungsten Wire
hbm:wire_dense:7900, Dense Gold Wire
hbm:wire_dense:12626, Dense Schrabidium Wire
hbm:wire_dense:12600, Dense Ferric Schrabidate Wire
hbm:wire_dense:2200, Dense Titanium Wire
hbm:wire_dense:2900, Dense Copper Wire
hbm:wire_dense:7400, Dense Tungsten Wire
hbm:wire_dense:6000, Dense Neodymium Wire
hbm:wire_dense:4100, Dense Niobium Wire
hbm:wire_dense:31, Dense Minecraft Grade Copper Wire
hbm:wire_dense:35, Dense Starmetal Wire
hbm:wire_dense:48, Dense BSCCO Wire
hbm:wire_dense:38, Dense Magnetized Tungsten Wire
hbm:wire_dense:45, Dense Dineutronium Wire
hbm:bolt:7400, Tungsten Bolt
hbm:bolt:8200, Lead Bolt
hbm:bolt:30, Steel Bolt
hbm:bolt:33, High-Speed Steel Bolt
hbm:bolt_spike, Railroad Spike
hbm:part_barrel_light:30, Light Steel Barrel
hbm:part_barrel_light:33, Light High-Speed Steel Barrel
hbm:part_barrel_light:42, Light Desh Barrel
hbm:part_barrel_light:36, Light Technetium Steel Barrel
hbm:part_barrel_light:43, Light Cadmium Steel Barrel
hbm:part_barrel_light:46, Light Bismuth Bronze Barrel
hbm:part_barrel_light:47, Light Arsenic Bronze Barrel
hbm:part_barrel_light:49, Light Gunmetal Barrel
hbm:part_barrel_light:50, Light Weapon Steel Barrel
hbm:part_barrel_light:34, Light Saturnite Barrel
hbm:part_barrel_heavy:30, Heavy Steel Barrel
hbm:part_barrel_heavy:33, Heavy High-Speed Steel Barrel
hbm:part_barrel_heavy:42, Heavy Desh Barrel
hbm:part_barrel_heavy:37, Heavy Ferrouranium Barrel
hbm:part_barrel_heavy:36, Heavy Technetium Steel Barrel
hbm:part_barrel_heavy:43, Heavy Cadmium Steel Barrel
hbm:part_barrel_heavy:49, Heavy Gunmetal Barrel
hbm:part_barrel_heavy:50, Heavy Weapon Steel Barrel
hbm:part_barrel_heavy:34, Heavy Saturnite Barrel
hbm:part_receiver_light:30, Light Steel Receiver
hbm:part_receiver_light:33, Light High-Speed Steel Receiver
hbm:part_receiver_light:42, Light Desh Receiver
hbm:part_receiver_light:36, Light Technetium Steel Receiver
hbm:part_receiver_light:43, Light Cadmium Steel Receiver
hbm:part_receiver_light:46, Light Bismuth Bronze Receiver
hbm:part_receiver_light:47, Light Arsenic Bronze Receiver
hbm:part_receiver_light:49, Light Gunmetal Receiver
hbm:part_receiver_light:50, Light Weapon Steel Receiver
hbm:part_receiver_light:34, Light Saturnite Receiver
hbm:part_receiver_heavy:33, Heavy High-Speed Steel Receiver
hbm:part_receiver_heavy:37, Heavy Ferrouranium Receiver
hbm:part_receiver_heavy:36, Heavy Technetium Steel Receiver
hbm:part_receiver_heavy:43, Heavy Cadmium Steel Receiver
hbm:part_receiver_heavy:46, Heavy Bismuth Bronze Receiver
hbm:part_receiver_heavy:47, Heavy Arsenic Bronze Receiver
hbm:part_receiver_heavy:49, Heavy Gunmetal Receiver
hbm:part_receiver_heavy:50, Heavy Weapon Steel Receiver
hbm:part_receiver_heavy:34, Heavy Saturnite Receiver
hbm:part_mechanism:49, Gunmetal Mechanism
hbm:part_mechanism:50, Weapon Steel Mechanism
hbm:part_mechanism:34, Saturnite Mechanism
hbm:part_stock:3, Wood Stock
hbm:part_stock:42, Desh Stock
hbm:part_stock:49, Gunmetal Stock
hbm:part_stock:50, Weapon Steel Stock
hbm:part_stock:34, Saturnite Stock
hbm:part_stock:20001, Polymer Stock
hbm:part_stock:20002, Bakelite Stock
hbm:part_stock:20004, Hard Plastic Stock
hbm:part_stock:20005, PVC Stock
hbm:part_grip:3, Wood Grip
hbm:part_grip:4, Ivory Grip
hbm:part_grip:30, Steel Grip
hbm:part_grip:33, High-Speed Steel Grip
hbm:part_grip:42, Desh Grip
hbm:part_grip:49, Gunmetal Grip
hbm:part_grip:50, Weapon Steel Grip
hbm:part_grip:34, Saturnite Grip
hbm:part_grip:20001, Polymer Grip
hbm:part_grip:20002, Bakelite Grip
hbm:part_grip:20003, Rubber Grip
hbm:part_grip:20004, Hard Plastic Grip
hbm:part_grip:20005, PVC Grip
hbm:casing:0, Small Gunmetal Casing
hbm:casing:1, Large Gunmetal Casing
hbm:casing:2, Small Weapon Steel Casing
hbm:casing:3, Large Weapon Steel Casing
hbm:casing:4, Black Powder Shotshell Casing
hbm:casing:5, Plastic Shotshell Casing
hbm:casing:6, Advanced Shotshell Casing
hbm:bedrock_ore_new:0, Light Metal Bedrock Ore
hbm:bedrock_ore_new:16, Roasted Light Metal Bedrock Ore
hbm:bedrock_ore_new:32, Washed Light Metal Bedrock Ore
hbm:bedrock_ore_new:48, Light Metal Bedrock Ore, Primary Fraction
hbm:bedrock_ore_new:64, Light Metal Bedrock Ore, Roasted Primary Fraction
hbm:bedrock_ore_new:80, Light Metal Bedrock Ore, Sulfuric Primary Fraction
hbm:bedrock_ore_new:96, Light Metal Bedrock Ore, Separated Sulfuric Primary Fraction
hbm:bedrock_ore_new:112, Light Metal Bedrock Ore, Dissolved Primary Fraction
hbm:bedrock_ore_new:128, Light Metal Bedrock Ore, Separated Dissolved Primary Fraction
hbm:bedrock_ore_new:144, Light Metal Bedrock Ore, Cleaned Primary Fraction
hbm:bedrock_ore_new:160, Light Metal Bedrock Ore, Separated Cleaned Primary Fraction
hbm:bedrock_ore_new:176, Light Metal Bedrock Ore, Primary Fraction, Higher Weight
hbm:bedrock_ore_new:192, Light Metal Bedrock Ore, Primary Fraction, Lower Weight
hbm:bedrock_ore_new:208, Light Metal Bedrock Ore Crumbs
hbm:bedrock_ore_new:224, Light Metal Bedrock Ore, Sulfuric Byproduct
hbm:bedrock_ore_new:240, Light Metal Bedrock Ore, Roasted Sulfuric Byproduct
hbm:bedrock_ore_new:256, Light Metal Bedrock Ore, Seared Sulfuric Byproduct
hbm:bedrock_ore_new:272, Light Metal Bedrock Ore, Washed Sulfuric Byproduct
hbm:bedrock_ore_new:288, Light Metal Bedrock Ore, Dissolved Byproduct
hbm:bedrock_ore_new:304, Light Metal Bedrock Ore, Roasted Dissolved Byproduct
hbm:bedrock_ore_new:320, Light Metal Bedrock Ore, Seared Dissolved Byproduct
hbm:bedrock_ore_new:336, Light Metal Bedrock Ore, Washed Dissolved Byproduct
hbm:bedrock_ore_new:352, Light Metal Bedrock Ore, Cleaned Byproduct
hbm:bedrock_ore_new:368, Light Metal Bedrock Ore, Roasted Cleaned Byproduct
hbm:bedrock_ore_new:384, Light Metal Bedrock Ore, Seared Cleaned Byproduct
hbm:bedrock_ore_new:400, Light Metal Bedrock Ore, Washed Cleaned Byproduct
hbm:bedrock_ore_new:1, Heavy Metal Bedrock Ore
hbm:bedrock_ore_new:17, Roasted Heavy Metal Bedrock Ore
hbm:bedrock_ore_new:33, Washed Heavy Metal Bedrock Ore
hbm:bedrock_ore_new:49, Heavy Metal Bedrock Ore, Primary Fraction
hbm:bedrock_ore_new:65, Heavy Metal Bedrock Ore, Roasted Primary Fraction
hbm:bedrock_ore_new:81, Heavy Metal Bedrock Ore, Sulfuric Primary Fraction
hbm:bedrock_ore_new:97, Heavy Metal Bedrock Ore, Separated Sulfuric Primary Fraction
hbm:bedrock_ore_new:113, Heavy Metal Bedrock Ore, Dissolved Primary Fraction
hbm:bedrock_ore_new:129, Heavy Metal Bedrock Ore, Separated Dissolved Primary Fraction
hbm:bedrock_ore_new:145, Heavy Metal Bedrock Ore, Cleaned Primary Fraction
hbm:bedrock_ore_new:161, Heavy Metal Bedrock Ore, Separated Cleaned Primary Fraction
hbm:bedrock_ore_new:177, Heavy Metal Bedrock Ore, Primary Fraction, Higher Weight
hbm:bedrock_ore_new:193, Heavy Metal Bedrock Ore, Primary Fraction, Lower Weight
hbm:bedrock_ore_new:209, Heavy Metal Bedrock Ore Crumbs
hbm:bedrock_ore_new:225, Heavy Metal Bedrock Ore, Sulfuric Byproduct
hbm:bedrock_ore_new:241, Heavy Metal Bedrock Ore, Roasted Sulfuric Byproduct
hbm:bedrock_ore_new:257, Heavy Metal Bedrock Ore, Seared Sulfuric Byproduct
hbm:bedrock_ore_new:273, Heavy Metal Bedrock Ore, Washed Sulfuric Byproduct
hbm:bedrock_ore_new:289, Heavy Metal Bedrock Ore, Dissolved Byproduct
hbm:bedrock_ore_new:305, Heavy Metal Bedrock Ore, Roasted Dissolved Byproduct
hbm:bedrock_ore_new:321, Heavy Metal Bedrock Ore, Seared Dissolved Byproduct
hbm:bedrock_ore_new:337, Heavy Metal Bedrock Ore, Washed Dissolved Byproduct
hbm:bedrock_ore_new:353, Heavy Metal Bedrock Ore, Cleaned Byproduct
hbm:bedrock_ore_new:369, Heavy Metal Bedrock Ore, Roasted Cleaned Byproduct
hbm:bedrock_ore_new:385, Heavy Metal Bedrock Ore, Seared Cleaned Byproduct
hbm:bedrock_ore_new:401, Heavy Metal Bedrock Ore, Washed Cleaned Byproduct
hbm:bedrock_ore_new:2, Rare Earth Bedrock Ore
hbm:bedrock_ore_new:18, Roasted Rare Earth Bedrock Ore
hbm:bedrock_ore_new:34, Washed Rare Earth Bedrock Ore
hbm:bedrock_ore_new:50, Rare Earth Bedrock Ore, Primary Fraction
hbm:bedrock_ore_new:66, Rare Earth Bedrock Ore, Roasted Primary Fraction
hbm:bedrock_ore_new:82, Rare Earth Bedrock Ore, Sulfuric Primary Fraction
hbm:bedrock_ore_new:98, Rare Earth Bedrock Ore, Separated Sulfuric Primary Fraction
hbm:bedrock_ore_new:114, Rare Earth Bedrock Ore, Dissolved Primary Fraction
hbm:bedrock_ore_new:130, Rare Earth Bedrock Ore, Separated Dissolved Primary Fraction
hbm:bedrock_ore_new:146, Rare Earth Bedrock Ore, Cleaned Primary Fraction
hbm:bedrock_ore_new:162, Rare Earth Bedrock Ore, Separated Cleaned Primary Fraction
hbm:bedrock_ore_new:178, Rare Earth Bedrock Ore, Primary Fraction, Higher Weight
hbm:bedrock_ore_new:194, Rare Earth Bedrock Ore, Primary Fraction, Lower Weight
hbm:bedrock_ore_new:210, Rare Earth Bedrock Ore Crumbs
hbm:bedrock_ore_new:226, Rare Earth Bedrock Ore, Sulfuric Byproduct
hbm:bedrock_ore_new:242, Rare Earth Bedrock Ore, Roasted Sulfuric Byproduct
hbm:bedrock_ore_new:258, Rare Earth Bedrock Ore, Seared Sulfuric Byproduct
hbm:bedrock_ore_new:274, Rare Earth Bedrock Ore, Washed Sulfuric Byproduct
hbm:bedrock_ore_new:290, Rare Earth Bedrock Ore, Dissolved Byproduct
hbm:bedrock_ore_new:306, Rare Earth Bedrock Ore, Roasted Dissolved Byproduct
hbm:bedrock_ore_new:322, Rare Earth Bedrock Ore, Seared Dissolved Byproduct
hbm:bedrock_ore_new:338, Rare Earth Bedrock Ore, Washed Dissolved Byproduct
hbm:bedrock_ore_new:354, Rare Earth Bedrock Ore, Cleaned Byproduct
hbm:bedrock_ore_new:370, Rare Earth Bedrock Ore, Roasted Cleaned Byproduct
hbm:bedrock_ore_new:386, Rare Earth Bedrock Ore, Seared Cleaned Byproduct
hbm:bedrock_ore_new:402, Rare Earth Bedrock Ore, Washed Cleaned Byproduct
hbm:bedrock_ore_new:3, Actinide Bedrock Ore
hbm:bedrock_ore_new:19, Roasted Actinide Bedrock Ore
hbm:bedrock_ore_new:35, Washed Actinide Bedrock Ore
hbm:bedrock_ore_new:51, Actinide Bedrock Ore, Primary Fraction
hbm:bedrock_ore_new:67, Actinide Bedrock Ore, Roasted Primary Fraction
hbm:bedrock_ore_new:83, Actinide Bedrock Ore, Sulfuric Primary Fraction
hbm:bedrock_ore_new:99, Actinide Bedrock Ore, Separated Sulfuric Primary Fraction
hbm:bedrock_ore_new:115, Actinide Bedrock Ore, Dissolved Primary Fraction
hbm:bedrock_ore_new:131, Actinide Bedrock Ore, Separated Dissolved Primary Fraction
hbm:bedrock_ore_new:147, Actinide Bedrock Ore, Cleaned Primary Fraction
hbm:bedrock_ore_new:163, Actinide Bedrock Ore, Separated Cleaned Primary Fraction
hbm:bedrock_ore_new:179, Actinide Bedrock Ore, Primary Fraction, Higher Weight
hbm:bedrock_ore_new:195, Actinide Bedrock Ore, Primary Fraction, Lower Weight
hbm:bedrock_ore_new:211, Actinide Bedrock Ore Crumbs
hbm:bedrock_ore_new:227, Actinide Bedrock Ore, Sulfuric Byproduct
hbm:bedrock_ore_new:243, Actinide Bedrock Ore, Roasted Sulfuric Byproduct
hbm:bedrock_ore_new:259, Actinide Bedrock Ore, Seared Sulfuric Byproduct
hbm:bedrock_ore_new:275, Actinide Bedrock Ore, Washed Sulfuric Byproduct
hbm:bedrock_ore_new:291, Actinide Bedrock Ore, Dissolved Byproduct
hbm:bedrock_ore_new:307, Actinide Bedrock Ore, Roasted Dissolved Byproduct
hbm:bedrock_ore_new:323, Actinide Bedrock Ore, Seared Dissolved Byproduct
hbm:bedrock_ore_new:339, Actinide Bedrock Ore, Washed Dissolved Byproduct
hbm:bedrock_ore_new:355, Actinide Bedrock Ore, Cleaned Byproduct
hbm:bedrock_ore_new:371, Actinide Bedrock Ore, Roasted Cleaned Byproduct
hbm:bedrock_ore_new:387, Actinide Bedrock Ore, Seared Cleaned Byproduct
hbm:bedrock_ore_new:403, Actinide Bedrock Ore, Washed Cleaned Byproduct
hbm:bedrock_ore_new:4, Non-Metal Bedrock Ore
hbm:bedrock_ore_new:20, Roasted Non-Metal Bedrock Ore
hbm:bedrock_ore_new:36, Washed Non-Metal Bedrock Ore
hbm:bedrock_ore_new:52, Non-Metal Bedrock Ore, Primary Fraction
hbm:bedrock_ore_new:68, Non-Metal Bedrock Ore, Roasted Primary Fraction
hbm:bedrock_ore_new:84, Non-Metal Bedrock Ore, Sulfuric Primary Fraction
hbm:bedrock_ore_new:100, Non-Metal Bedrock Ore, Separated Sulfuric Primary Fraction
hbm:bedrock_ore_new:116, Non-Metal Bedrock Ore, Dissolved Primary Fraction
hbm:bedrock_ore_new:132, Non-Metal Bedrock Ore, Separated Dissolved Primary Fraction
hbm:bedrock_ore_new:148, Non-Metal Bedrock Ore, Cleaned Primary Fraction
hbm:bedrock_ore_new:164, Non-Metal Bedrock Ore, Separated Cleaned Primary Fraction
hbm:bedrock_ore_new:180, Non-Metal Bedrock Ore, Primary Fraction, Higher Weight
hbm:bedrock_ore_new:196, Non-Metal Bedrock Ore, Primary Fraction, Lower Weight
hbm:bedrock_ore_new:212, Non-Metal Bedrock Ore Crumbs
hbm:bedrock_ore_new:228, Non-Metal Bedrock Ore, Sulfuric Byproduct
hbm:bedrock_ore_new:244, Non-Metal Bedrock Ore, Roasted Sulfuric Byproduct
hbm:bedrock_ore_new:260, Non-Metal Bedrock Ore, Seared Sulfuric Byproduct
hbm:bedrock_ore_new:276, Non-Metal Bedrock Ore, Washed Sulfuric Byproduct
hbm:bedrock_ore_new:292, Non-Metal Bedrock Ore, Dissolved Byproduct
hbm:bedrock_ore_new:308, Non-Metal Bedrock Ore, Roasted Dissolved Byproduct
hbm:bedrock_ore_new:324, Non-Metal Bedrock Ore, Seared Dissolved Byproduct
hbm:bedrock_ore_new:340, Non-Metal Bedrock Ore, Washed Dissolved Byproduct
hbm:bedrock_ore_new:356, Non-Metal Bedrock Ore, Cleaned Byproduct
hbm:bedrock_ore_new:372, Non-Metal Bedrock Ore, Roasted Cleaned Byproduct
hbm:bedrock_ore_new:388, Non-Metal Bedrock Ore, Seared Cleaned Byproduct
hbm:bedrock_ore_new:404, Non-Metal Bedrock Ore, Washed Cleaned Byproduct
hbm:bedrock_ore_new:5, Crystalline Bedrock Ore
hbm:bedrock_ore_new:21, Roasted Crystalline Bedrock Ore
hbm:bedrock_ore_new:37, Washed Crystalline Bedrock Ore
hbm:bedrock_ore_new:53, Crystalline Bedrock Ore, Primary Fraction
hbm:bedrock_ore_new:69, Crystalline Bedrock Ore, Roasted Primary Fraction
hbm:bedrock_ore_new:85, Crystalline Bedrock Ore, Sulfuric Primary Fraction
hbm:bedrock_ore_new:101, Crystalline Bedrock Ore, Separated Sulfuric Primary Fraction
hbm:bedrock_ore_new:117, Crystalline Bedrock Ore, Dissolved Primary Fraction
hbm:bedrock_ore_new:133, Crystalline Bedrock Ore, Separated Dissolved Primary Fraction
hbm:bedrock_ore_new:149, Crystalline Bedrock Ore, Cleaned Primary Fraction
hbm:bedrock_ore_new:165, Crystalline Bedrock Ore, Separated Cleaned Primary Fraction
hbm:bedrock_ore_new:181, Crystalline Bedrock Ore, Primary Fraction, Higher Weight
hbm:bedrock_ore_new:197, Crystalline Bedrock Ore, Primary Fraction, Lower Weight
hbm:bedrock_ore_new:213, Crystalline Bedrock Ore Crumbs
hbm:bedrock_ore_new:229, Crystalline Bedrock Ore, Sulfuric Byproduct
hbm:bedrock_ore_new:245, Crystalline Bedrock Ore, Roasted Sulfuric Byproduct
hbm:bedrock_ore_new:261, Crystalline Bedrock Ore, Seared Sulfuric Byproduct
hbm:bedrock_ore_new:277, Crystalline Bedrock Ore, Washed Sulfuric Byproduct
hbm:bedrock_ore_new:293, Crystalline Bedrock Ore, Dissolved Byproduct
hbm:bedrock_ore_new:309, Crystalline Bedrock Ore, Roasted Dissolved Byproduct
hbm:bedrock_ore_new:325, Crystalline Bedrock Ore, Seared Dissolved Byproduct
hbm:bedrock_ore_new:341, Crystalline Bedrock Ore, Washed Dissolved Byproduct
hbm:bedrock_ore_new:357, Crystalline Bedrock Ore, Cleaned Byproduct
hbm:bedrock_ore_new:373, Crystalline Bedrock Ore, Roasted Cleaned Byproduct
hbm:bedrock_ore_new:389, Crystalline Bedrock Ore, Seared Cleaned Byproduct
hbm:bedrock_ore_new:405, Crystalline Bedrock Ore, Washed Cleaned Byproduct
hbm:bedrock_ore_base, Raw Bedrock Ore
hbm:bedrock_ore_fragment:600, Coal Bedrock Ore Fragment
hbm:bedrock_ore_fragment:601, Lignite Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1430, Diamond Bedrock Ore Fragment
hbm:bedrock_ore_fragment:2600, Iron Bedrock Ore Fragment
hbm:bedrock_ore_fragment:7900, Gold Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1, Redstone Bedrock Ore Fragment
hbm:bedrock_ore_fragment:2902, Bauxite Bedrock Ore Fragment
hbm:bedrock_ore_fragment:2903, Cryolite Bedrock Ore Fragment
hbm:bedrock_ore_fragment:9200, Uranium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:9238, Uranium-238 Bedrock Ore Fragment
hbm:bedrock_ore_fragment:9032, Thorium-232 Bedrock Ore Fragment
hbm:bedrock_ore_fragment:8410, Polonium-210 Bedrock Ore Fragment
hbm:bedrock_ore_fragment:4399, Technetium-99 Bedrock Ore Fragment
hbm:bedrock_ore_fragment:8826, Radium-226 Bedrock Ore Fragment
hbm:bedrock_ore_fragment:2200, Titanium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:2900, Copper Bedrock Ore Fragment
hbm:bedrock_ore_fragment:7400, Tungsten Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1300, Aluminium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:8200, Lead Bedrock Ore Fragment
hbm:bedrock_ore_fragment:8300, Bismuth Bedrock Ore Fragment
hbm:bedrock_ore_fragment:7300, Tantalum Bedrock Ore Fragment
hbm:bedrock_ore_fragment:6000, Neodymium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:4100, Niobium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:400, Beryllium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:401, Emerald Bedrock Ore Fragment
hbm:bedrock_ore_fragment:2700, Cobalt Bedrock Ore Fragment
hbm:bedrock_ore_fragment:500, Boron Bedrock Ore Fragment
hbm:bedrock_ore_fragment:501, Borax Bedrock Ore Fragment
hbm:bedrock_ore_fragment:5700, Lanthanium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:4000, Zirconium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1100, Sodium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1101, Sodalite Bedrock Ore Fragment
hbm:bedrock_ore_fragment:3800, Strontium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:300, Lithium Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1600, Sulfur Bedrock Ore Fragment
hbm:bedrock_ore_fragment:700, Niter Bedrock Ore Fragment
hbm:bedrock_ore_fragment:900, Fluorite Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1500, Red Phosphorus Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1701, Chlorocalcite Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1702, Molysite Bedrock Ore Fragment
hbm:bedrock_ore_fragment:8001, Cinnabar Bedrock Ore Fragment
hbm:bedrock_ore_fragment:1400, Silicon Bedrock Ore Fragment
